farmtype,hhsize,hhelectric,hhhdocc1,fplotarea1,plotunits,yearsuse1,farmsalev,s1p1c1area,s1p1c1qharv,s1p1c1cons,s1p1c1lives,s1p1c1lost,s1p1c1sold,pc1,extc,adm0,adm1,incfarm,incnfarm,"""cleanData2$adm0"""
3,6,1,6,4,HA,5,12000000,100,6900,600,0,0,6300,26,1,zambia,Northern,2,0,cleanData2$adm0
3,8,1,12,2,HA,1,80000000,100,5000,3500,0,0,0,26,2,zambia,Northern,5,70,cleanData2$adm0
1,7,2,1,0.6100000143,HA,10,300000,40,360,300,0,0,60,27,2,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,4.5,HA,2,800000,58.09999847,65,65,0,0,0,27,2,zambia,Northern,2,50,cleanData2$adm0
1,5,2,1,1.309999943,HA,5,650000,25,50,50,0,0,0,27,1,zambia,Northern,1,0,cleanData2$adm0
1,7,2,1,0.6899999976,HA,2,650000,28,60,50,0,0,0,4,1,zambia,Northern,1,20,cleanData2$adm0
1,4,2,1,0.25,HA,2,650000,50,150,150,0,0,0,26,2,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,1.600000024,HA,17,12000000,75,250,150,0,50,50,26,1,zambia,Northern,1,90,cleanData2$adm0
1,4,2,1,2.5,HA,4,1200000,45,270,270,0,0,0,6,2,zambia,Northern,1,20,cleanData2$adm0
1,7,2,1,0.8999999762,HA,3,500000,50,60,10,0,0,20,4,1,zambia,Northern,1,0,cleanData2$adm0
1,8,2,1,2.5,HA,12,350000,55,600,250,0,0,200,26,1,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,0.75,HA,3,650000,35,120,100,0,0,300,26,2,zambia,Northern,1,0,cleanData2$adm0
1,6,2,1,0.75,HA,4,2000000,82,350,250,0,0,100,26,1,zambia,Northern,1,0,cleanData2$adm0
1,5,2,1,0.6800000072,HA,9,1000000,65,300,150,0,0,150,26,1,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,4,HA,13,2000000,65,375,75,0,0,300,4,1,zambia,Northern,2,0,cleanData2$adm0
1,5,2,1,2,HA,3,800000,35,100,50,0,0,50,4,1,zambia,Northern,1,0,cleanData2$adm0
1,7,2,1,1.120000005,HA,1,2000000,100,185,15,0,0,170,22,1,zambia,Northern,1,0,cleanData2$adm0
1,8,2,1,1,HA,5,650000,63,400,200,0,0,200,6,1,zambia,Northern,1,0,cleanData2$adm0
1,8,2,1,2.25,HA,7,650000,35,270,270,0,0,0,27,2,zambia,Northern,1,0,cleanData2$adm0
1,7,2,1,0.75,HA,4,600000,100,1080,360,360,0,720,26,2,zambia,Northern,1,0,cleanData2$adm0
1,6,2,6,1.75,HA,2,450000,57.20000076,2500,1500,0,250,500,26,1,zambia,Northern,1,75,cleanData2$adm0
1,6,2,1,1,HA,6,90000,55,250,200,0,50,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,6,2,1,0.7400000095,HA,8,650000,75,1170,1170,0,0,0,6,2,zambia,Northern,1,15,cleanData2$adm0
1,5,2,1,0.5,HA,4,650000,50,450,450,0,0,0,26,2,zambia,Northern,1,35,cleanData2$adm0
1,4,2,1,4,HA,2,18000000,75,900,270,0,0,620,26,2,zambia,Northern,2,25,cleanData2$adm0
1,7,2,1,0.75,HA,7,300000,50,320,160,0,0,160,22,1,zambia,Northern,2,0,cleanData2$adm0
1,7,1,1,2,HA,10,100000,65,700,700,0,0,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,8,2,1,1.75,HA,8,600000,25,50,50,0,0,0,22,2,zambia,Northern,1,0,cleanData2$adm0
3,7,2,1,15.5,HA,12,120000000,25,28500,2500,0,4250,21750,26,1,zambia,Northern,5,0,cleanData2$adm0
3,6,1,12,4,HA,4,250000000,75,19100,0,8640,0,10460,26,1,zambia,Northern,5,75,cleanData2$adm0
3,6,1,5,3,HA,6,650000,100,4000,4000,0,160,0,26,2,zambia,Northern,1,0,cleanData2$adm0
3,6,1,1,17,HA,3,55000000,100,43050,0,0,0,43050,26,2,zambia,Northern,5,0,cleanData2$adm0
3,6,1,5,30,HA,41,150000000,100,80000,80000,1500,0,0,26,1,zambia,Northern,5,0,cleanData2$adm0
3,6,1,6,2,HA,1,3500000,65,2500,2500,0,0,0,26,2,zambia,Northern,3,80,cleanData2$adm0
1,4,2,1,0.3000000119,HA,5,30000000,61.20000076,250,200,0,0,50,6,1,zambia,Northern,100000,8,cleanData2$adm0
2,7,2,1,0.3700000048,HA,5,650000,100,350,350,0,200,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,2,2,1,1.120000005,HA,3,5000000,75,720,270,0,0,450,44,1,zambia,Northern,2,50,cleanData2$adm0
1,5,2,1,1.75,HA,4,150000,25,1250,350,0,0,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,6,2,1,1.75,HA,3,100000,50,2500,750,0,0,1000,26,1,zambia,Northern,1,3,cleanData2$adm0
2,5,2,1,2,HA,6,400000,62.5,1000,400,0,0,6000,26,1,zambia,Northern,1,0,cleanData2$adm0
2,3,2,1,0.5,HA,8,255000,40.29999924,850,250,0,0,600,22,1,zambia,Northern,1,70,cleanData2$adm0
1,3,2,1,0.5,HA,2,650000,21,50,50,0,0,0,27,2,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,0.6200000048,HA,5,650000,20,180,180,0,0,0,27,1,zambia,Northern,1,5,cleanData2$adm0
1,5,2,1,0.2399999946,HA,2,1000000,40,270,270,0,0,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,6,2,1,0.4900000095,HA,3,650000,25,100,100,0,0,0,26,1,zambia,Northern,1,0,cleanData2$adm0
2,7,2,1,2.5,HA,2,400000,50,5760,540,0,0,5220,26,1,zambia,Northern,3,0,cleanData2$adm0
1,4,2,1,0.75,HA,7,90000,50,150,100,0,0,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,4,2,12,0.2399999946,HA,1,75000,100,150,100,0,0,50,4,1,zambia,Northern,1,70,cleanData2$adm0
1,5,2,1,0.25,HA,2,800000,100,270,210,0,0,60,27,2,zambia,Northern,1,0,cleanData2$adm0
1,4,2,1,0.5,HA,4,650000,100,1260,630,0,0,630,26,2,zambia,Northern,1,30,cleanData2$adm0
1,7,2,1,1,HA,3,650000,100,1000,500,0,0,500,26,2,zambia,Northern,1,0,cleanData2$adm0
2,8,2,1,10,HA,11,10000000,56,20000,8000,0,0,12000,26,2,zambia,Northern,4,0,cleanData2$adm0
2,8,2,1,1,HA,10,1000000,85,450,300,0,0,150,44,1,zambia,Northern,1,0,cleanData2$adm0
1,8,2,1,0.75,HA,3,650000,100,1750,1750,0,0,0,26,2,zambia,Northern,1,20,cleanData2$adm0
1,7,2,1,0.75,HA,3,1000000,55,350,350,0,0,0,27,2,zambia,Northern,1,50,cleanData2$adm0
1,8,2,1,2.5,HA,27,650000,67,990,810,0,0,180,26,1,zambia,Northern,2,0,cleanData2$adm0
1,8,2,1,1.25,HA,10,650000,55,180,180,0,0,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,4,1,6,0.75,HA,1,650000,72,1100,500,0,0,250,26,2,zambia,Northern,2,75,cleanData2$adm0
1,8,1,5,1,HA,2,650000,100,1750,300,0,450,0,26,2,zambia,Northern,1,75,cleanData2$adm0
1,8,1,5,2.5,HA,3,4500000,100,1200,950,0,0,250,26,2,zambia,Northern,1,50,cleanData2$adm0
1,4,2,5,0.1199999973,HA,2,500000,100,500,100,0,0,400,26,2,zambia,Northern,1,80,cleanData2$adm0
3,6,1,1,4.6199998860000004,HA,6,650000,70,4100,750,0,0,3350,26,1,zambia,Northern,5,0,cleanData2$adm0
3,8,2,1,6,HA,22,2500000,100,2150,260,0,0,1890,26,1,zambia,Northern,4,0,cleanData2$adm0
3,6,1,5,20,HA,21,650000,100,14600,4500,0,5000,5100,26,2,zambia,Northern,3,90,cleanData2$adm0
3,8,2,1,2,HA,4,65000000,75,3000,1500,0,0,1500,26,2,zambia,Northern,2,50,cleanData2$adm0
1,3,2,1,0.5,HA,6,650000,100,1800,900,0,0,900,26,2,zambia,Northern,2,0,cleanData2$adm0
2,6,2,1,1.019999981,HA,31,650000,69.09999847,3050,900,450,0,2250,26,1,zambia,Northern,2,0,cleanData2$adm0
1,7,2,1,2,HA,10,700000,50,1800,450,0,0,1350,26,2,zambia,Northern,1,0,cleanData2$adm0
1,8,2,1,0.4900000095,HA,10,500000,51,900,450,0,0,90,26,2,zambia,Northern,1,0,cleanData2$adm0
2,8,2,1,2,HA,7,650000,40,720,360,0,0,270,6,1,zambia,Northern,2,20,cleanData2$adm0
2,5,2,1,3,HA,3,5000000,36,900,900,0,0,0,6,2,zambia,Northern,1,0,cleanData2$adm0
1,8,2,1,4.5,HA,14,6000000,30,400,400,0,300,0,6,1,zambia,Northern,2,0,cleanData2$adm0
1,3,2,1,0.1199999973,HA,3,100000,100,100,100,0,0,0,6,1,zambia,Northern,1,75,cleanData2$adm0
1,7,2,1,0.3700000048,HA,2,200000,50,15,15,0,0,0,4,2,zambia,Northern,1,0,cleanData2$adm0
1,5,2,1,0.25,HA,2,650000,100,180,0,0,0,0,27,2,zambia,Northern,1,0,cleanData2$adm0
1,3,2,1,0.5,HA,3,200000,100,360,180,0,0,90,27,2,zambia,Northern,100000,8,cleanData2$adm0
1,4,2,1,0.6800000072,HA,5,500000,73.5,270,180,0,0,0,6,1,zambia,Northern,1,0,cleanData2$adm0
2,8,2,1,5,HA,5,5000000,25,1440,360,0,0,1080,7,1,zambia,Northern,3,0,cleanData2$adm0
1,8,2,1,1,HA,2,3000000,100,200,200,0,0,0,26,1,zambia,Northern,1,0,cleanData2$adm0
1,7,2,1,0.5,HA,5,400000,65,150,50,0,0,100,22,1,zambia,Northern,1,0,cleanData2$adm0
1,7,2,1,2.5,HA,4,8000000,40,200,200,0,0,0,6,1,zambia,Northern,2,0,cleanData2$adm0
1,6,2,1,0.6200000048,HA,5,1200000,32.40000153,400,400,0,0,0,6,2,zambia,Northern,2,0,cleanData2$adm0
1,7,2,1,0.75,HA,2,1500000,66.90000153,1350,1350,0,0,0,6,2,zambia,Northern,1,50,cleanData2$adm0
1,4,2,1,0.8100000024,HA,47,1500000,100,200,200,0,0,0,6,2,zambia,Northern,1,60,cleanData2$adm0
1,5,2,1,3.5,HA,10,1500000,100,900,550,0,0,350,6,2,zambia,Northern,1,0,cleanData2$adm0
1,8,2,8,1.5,HA,4,50000,50,1000,600,0,0,400,6,2,zambia,Northern,1,60,cleanData2$adm0
2,4,2,1,1.5,HA,3,170000,36.70000076,100,50,0,0,30,6,1,zambia,Northern,100000,8,cleanData2$adm0
1,6,2,1,1,HA,3,150000,30,15,15,0,0,0,6,1,zambia,Northern,1,50,cleanData2$adm0
1,8,2,12,0.3700000048,HA,2,650000,100,500,500,0,0,0,6,2,zambia,Northern,1,40,cleanData2$adm0
3,6,1,1,14.5,HA,3,300000000,35.5,45000,13500,4500,337,31500,26,2,zambia,Northern,4,0,cleanData2$adm0
3,6,1,7,1,HA,2,650000,45,270,0,270,0,0,45,2,zambia,Northern,3,0,cleanData2$adm0
3,6,1,1,3.9000000950000002,HA,20,500000000,56,2500,0,2500,0,0,26,1,zambia,Northern,5,45,cleanData2$adm0
3,6,1,5,2.5,HA,40,25000000,42,3000,0,3000,0,0,26,1,zambia,Northern,5,40.5,cleanData2$adm0
1,1,2,1,0.25,HA,50,200000,100,20,20,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,6,2,1,2,HA,3,2000000,100,150,150,0,0,0,26,2,zambia,Southern,1,1,cleanData2$adm0
1,5,2,2,1,HA,2,2000000,25,100,100,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,4,2,2,0.6100000143,HA,2,6000000,75,150,150,0,0,0,26,1,zambia,Southern,3,100,cleanData2$adm0
1,5,1,1,1,HA,4,2000000,100,775,775,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,5,2,2,0.4099999964,HA,2,2000000,100,180,180,0,0,0,26,2,zambia,Southern,2,8,cleanData2$adm0
1,5,2,12,0.5,HA,3,1000000,50,250,250,0,0,0,26,2,zambia,Southern,2,60,cleanData2$adm0
1,7,2,1,0.25,HA,1,200000,48,15,15,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,7,2,1,5,HA,1,6500000,16.200000760000002,1350,900,0,0,450,22,1,zambia,Southern,1,16,cleanData2$adm0
1,7,2,1,1.220000029,HA,9,930000,75,1250,1250,0,0,0,26,2,zambia,Southern,1,74,cleanData2$adm0
1,5,2,1,1.5,HA,4,600000,100,70,70,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,7,2,1,1,HA,10,800000,100,50,50,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,5,2,8,0.4099999964,HA,6,3000000,100,810,810,0,0,0,26,2,zambia,Southern,3,100,cleanData2$adm0
1,9,2,12,1.620000005,HA,30,4000000,75,2250,2250,0,0,0,26,1,zambia,Southern,5,95,cleanData2$adm0
1,8,2,1,1.5,HA,6,1200000,40,3000,3000,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,8,2,12,3.5,HA,7,4000000,100,2400,2400,0,0,0,26,2,zambia,Southern,3,95,cleanData2$adm0
1,7,2,1,4,HA,50,40000000,50,1500,1250,0,0,0,26,1,zambia,Southern,3,0,cleanData2$adm0
1,8,2,1,3,HA,1,50000000,60,1500,0,0,0,0,22,2,zambia,Southern,2,90,cleanData2$adm0
1,5,2,1,1.620000005,HA,7,800000,24.69000053,450,450,0,0,0,26,1,zambia,Southern,1,76.91999817,cleanData2$adm0
1,3,2,1,0.8100000024,HA,15,200000,25,180,180,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,5,2,1,0.200000003,HA,2,120000,75,540,540,0,0,0,26,2,zambia,Southern,1,100,cleanData2$adm0
1,5,2,1,0.5,HA,5,500000,100,400,400,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,4,2,1,4,HA,5,1800000,50,1000,1000,0,0,0,26,1,zambia,Southern,1,65,cleanData2$adm0
1,10,2,1,1.809999943,HA,10,2000000,55,450,450,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,3,2,1,3.25,HA,1,650000,50,650,650,0,0,0,22,2,zambia,Southern,2,40,cleanData2$adm0
1,8,2,1,3.369999886,HA,45,1200000,75,2140,1600,0,540,0,26,1,zambia,Southern,3,0,cleanData2$adm0
1,5,2,1,2,HA,3,650000,80,1000,200,0,0,800,26,1,zambia,Southern,100000,8,cleanData2$adm0
1,10,2,1,3.640000105,HA,5,50000000,27.75,1440,540,0,0,0,4,1,zambia,Southern,1,0,cleanData2$adm0
1,10,2,1,3.640000105,HA,10,7000000,55.49000168,1980,1350,0,0,630,4,1,zambia,Southern,1,0,cleanData2$adm0
2,2,2,1,2.220000029,HA,15,10400000,90,2430,1980,0,0,450,26,2,zambia,Southern,1,0,cleanData2$adm0
2,8,2,1,2.430000067,HA,15,21500000,40,8100,7650,0,0,450,26,2,zambia,Southern,5,0,cleanData2$adm0
1,2,2,1,1,HA,10,650000,20,270,180,0,0,90,4,2,zambia,Southern,1,0,cleanData2$adm0
1,4,2,1,2.0199999809999998,HA,3,14050000,80,900,720,0,0,180,26,1,zambia,Southern,1,0,cleanData2$adm0
1,11,2,1,4,HA,10,6000000,20,120,120,0,0,0,4,1,zambia,Southern,4,9,cleanData2$adm0
2,11,2,1,5,HA,22,30000000,80,33000,1000,0,0,32000,26,2,zambia,Southern,5,0,cleanData2$adm0
1,8,2,1,1.220000029,HA,2,1000000,75,2000,1500,0,0,500,26,2,zambia,Southern,1,0,cleanData2$adm0
2,19,2,1,5,HA,25,90000000,98,50000,50000,0,0,0,26,2,zambia,Southern,5,0,cleanData2$adm0
1,5,2,1,4,HA,5,1500000,25,1700,400,0,0,1300,26,2,zambia,Southern,2,45,cleanData2$adm0
1,6,2,1,2,HA,6,60000000,55,3000,1500,0,0,1500,26,2,zambia,Southern,4,0,cleanData2$adm0
1,6,2,1,1,HA,2,1000000,50,560,560,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
2,6,2,1,1.919999957,HA,19,18856000,98,11970,11970,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
2,12,2,1,4.5,HA,27,25000000,44.43999863,160,0,1700,0,77,4,2,zambia,Southern,2,0,cleanData2$adm0
1,6,2,1,3.5,HA,13,20000000,35,6120,500,0,0,540,4,2,zambia,Southern,3,75,cleanData2$adm0
1,8,2,1,2,HA,5,10000000,63.43000031,6120,5580,0,0,540,26,2,zambia,Southern,2,0,cleanData2$adm0
2,5,2,1,5,HA,29,31000000,48,18900,11250,0,0,7650,26,2,zambia,Southern,5,0,cleanData2$adm0
1,8,2,1,5,HA,45,39000000,60,4320,4320,0,0,0,26,2,zambia,Southern,1,100,cleanData2$adm0
1,7,2,1,0.6200000048,HA,26,3000000,25,270,270,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
2,7,2,1,6,HA,12,5000000,50,1500,1500,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,5,2,1,5,HA,15,50000000,50,750,750,0,0,0,26,2,zambia,Southern,2,0,cleanData2$adm0
1,4,2,1,2.5,HA,4,51500000,55,1350,1350,0,0,0,26,1,zambia,Southern,4,0,cleanData2$adm0
1,7,2,1,0.5699999928,HA,25,10000000,90,900,900,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,2,2,1,1,HA,10,2000000,25,30,30,0,0,0,4,2,zambia,Southern,2,0,cleanData2$adm0
1,5,2,1,0.5,HA,4,200000,50,90,90,0,0,0,4,2,zambia,Southern,2,30,cleanData2$adm0
2,16,2,1,5,HA,3,15000000,60,900,0,0,0,0,26,1,zambia,Southern,4,66,cleanData2$adm0
1,8,2,1,2.75,HA,13,8000000,98,600,600,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,4,2,1,4,HA,4,2000000,100,500,400,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,8,2,1,1,HA,6,5000000,30,1050,0,0,1050,0,26,1,zambia,Southern,5,30,cleanData2$adm0
1,4,2,1,1.029999971,HA,1,1000000,39,180,180,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,3,2,1,1.419999957,HA,2,900000,28,100,100,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,1,2,1,1.059999943,HA,30,3000000,75,250,250,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,5,2,1,1,HA,3,400000,100,50,50,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,4,2,12,0.25,HA,2,900000,100,10,10,0,0,0,26,1,zambia,Southern,4,100,cleanData2$adm0
1,7,2,12,0.3100000024,HA,6,1000000,40,25,25,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,5,2,1,2,HA,3,500000,100,200,200,0,0,0,26,1,zambia,Southern,3,100,cleanData2$adm0
1,11,2,6,2,HA,4,650000,100,150,50,0,100,0,26,2,zambia,Southern,2,100,cleanData2$adm0
1,10,2,6,0.75,HA,7,650000,80,1200,1200,0,0,0,26,1,zambia,Southern,5,100,cleanData2$adm0
1,13,2,1,2.5999999049999998,HA,20,2000000,46.91999817,750,750,0,0,0,4,1,zambia,Southern,3,9.369999886,cleanData2$adm0
1,3,2,12,0.8100000024,HA,1,150000,100,10,10,0,0,0,26,1,zambia,Southern,4,100,cleanData2$adm0
1,4,2,1,2,HA,2,150000,100,850,100,0,750,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,6,2,1,1,HA,8,145000,100,250,200,0,50,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,7,2,12,1.470000029,HA,6,2000000,75,200,200,0,0,0,26,2,zambia,Southern,2,100,cleanData2$adm0
1,9,2,12,1.220000029,HA,9,25000000,100,450,450,0,0,0,26,2,zambia,Southern,2,100,cleanData2$adm0
1,13,2,1,0.5,HA,25,400000,100,36,0,0,0,0,26,2,zambia,Southern,1,100,cleanData2$adm0
1,5,2,1,0.25,HA,6,650000,100,75.5,0,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,3,2,1,1,HA,9,650000,50,100,100,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,4,2,1,0.3700000048,HA,20,650000,50,90,90,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,6,2,1,0.400000006,HA,18,500000,50,150,150,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,7,2,1,5,HA,10,10000000,100,3000,200,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,8,1,5,5,HA,25,5000000,100,3500,100,0,0,1600,26,1,zambia,Southern,2,100,cleanData2$adm0
1,8,2,1,1.25,HA,16,4000000,60,900,900,0,0,0,26,1,zambia,Southern,5,0,cleanData2$adm0
1,2,2,1,0.5,HA,45,1000000,50,300,300,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,6,2,1,4,HA,4,2500000,75,1050,1050,0,0,0,26,1,zambia,Southern,2,90,cleanData2$adm0
1,13,2,1,1.409999967,HA,5,1000000,20,54,54,0,0,0,26,2,zambia,Southern,1,100,cleanData2$adm0
1,8,2,1,360,HA,7,2000000,20,450,450,0,0,0,26,1,zambia,Southern,1,1,cleanData2$adm0
1,5,2,1,1.419999957,HA,2,4000000,8.449999809,200,200,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,5,2,1,0.6100000143,HA,35,300000,95,90,90,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,8,2,1,1.620000005,HA,18,2300000,60,500,500,0,0,0,26,1,zambia,Southern,2,0,cleanData2$adm0
1,6,2,1,2,HA,3,13000000,100,2500,250,0,0,1250,26,1,zambia,Southern,2,100,cleanData2$adm0
1,6,2,1,5,HA,5,5000000,70,5000,250,0,0,1300,26,1,zambia,Southern,1,95,cleanData2$adm0
1,4,2,1,0.25,HA,2,650000,100,150,150,0,0,0,26,1,zambia,Southern,2,98,cleanData2$adm0
2,12,2,1,5,HA,19,10000000,66.22000122,1000,0,0,0,1000,14,1,zambia,Southern,2,16,cleanData2$adm0
1,5,2,1,1,HA,5,600000,100,300,300,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
2,13,2,1,18,HA,35,20000000,33,900,700,0,0,0,26,1,zambia,Southern,5,0,cleanData2$adm0
1,6,2,1,0.8100000024,HA,12,1500000,50,50,50,0,0,0,26,1,zambia,Southern,3,100,cleanData2$adm0
1,3,2,1,1.419999957,HA,3,800000,100,90,90,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,6,2,1,1.820000052,HA,15,20000000,25,360,360,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,3,2,1,1,HA,3,1600000,50,360,360,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,10,2,1,1.5,HA,15,7500000,60,1620,1620,0,0,0,26,1,zambia,Southern,2,0,cleanData2$adm0
1,7,2,1,5,HA,20,2500000,50,6000,250,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
2,2,2,1,5,HA,10,10000000,100,400,250,0,150,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,11,2,12,0.6100000143,HA,3,14000000,75,50,50,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
2,4,1,1,3.859999895,HA,5,9750000,70,12600,12600,0,0,0,26,2,zambia,Southern,2,0,cleanData2$adm0
1,3,2,1,0.4099999964,HA,6,1500000,100,350,350,0,0,0,26,2,zambia,Southern,3,0,cleanData2$adm0
1,6,2,12,1,HA,6,1700000,100,250,250,0,0,0,26,1,zambia,Southern,2,100,cleanData2$adm0
1,8,2,1,0.4099999964,HA,3,2000000,100,18,18,0,0,0,26,2,zambia,Southern,1,100,cleanData2$adm0
1,4,2,2,0.25,HA,1,650000,100,150,150,0,0,0,26,2,zambia,Southern,1,2,cleanData2$adm0
2,19,2,1,5,HA,4,3000000,87.5,8750,6750,0,0,2000,26,2,zambia,Southern,1,0,cleanData2$adm0
1,2,2,1,2,HA,3,3000000,50,100,100,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,5,2,1,1,HA,11,3000000,50,50,50,0,500,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,11,1,1,1.25,HA,15,2000000,60,270,270,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,6,2,1,0.25,HA,15,300000,100,100,100,0,0,0,22,1,zambia,Southern,1,0,cleanData2$adm0
1,5,2,1,1.309999943,HA,11,150000,100,54,54,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,4,2,1,2,HA,3,3000000,100,150,150,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,5,2,1,1.00999999,HA,3,2000000,59,100,100,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,2,2,1,1,HA,2,7000000,55,150,150,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
2,7,2,1,2.25,HA,5,2500000,25,127,0,0,0,127,14,1,zambia,Southern,2,0,cleanData2$adm0
2,10,2,1,2,HA,3,3000000,50,100,100,0,0,0,26,1,zambia,Southern,4,81,cleanData2$adm0
1,6,2,1,1.200000048,HA,19,3000000,16.67000008,30,30,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,4,2,1,4,HA,8,19000000,100,100,100,0,0,0,26,2,zambia,Southern,1,0,cleanData2$adm0
1,6,2,1,0.8000000119,HA,6,840000,30,270,270,0,0,0,44,2,zambia,Southern,1,100,cleanData2$adm0
1,8,2,1,0.6100000143,HA,10,2500000,75,50,50,0,0,0,44,1,zambia,Southern,1,25,cleanData2$adm0
1,6,2,1,5,HA,3,5000000,50,100,100,0,0,0,27,2,zambia,Southern,1,0,cleanData2$adm0
2,5,2,1,4,HA,22,7000000,100,100,100,0,0,0,44,2,zambia,Southern,3,0,cleanData2$adm0
2,5,2,1,4,HA,22,7000000,100,100,100,0,0,0,44,2,zambia,Southern,2,0,cleanData2$adm0
1,10,2,1,1.620000005,HA,2,11000000,50,50,50,0,0,0,26,2,zambia,Southern,1,100,cleanData2$adm0
1,6,2,1,1.215000033,HA,5,150000,50,30,30,0,0,0,26,2,zambia,Southern,1,100,cleanData2$adm0
1,6,2,1,3,HA,4,1700000,25,50,50,0,200,0,27,2,zambia,Southern,1,0,cleanData2$adm0
1,8,2,1,1,HA,15,2000000,50,100,50,0,100,0,27,2,zambia,Southern,1,0,cleanData2$adm0
1,7,2,8,0.375,HA,7,2000000,75,270,270,90,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,7,2,1,2.119999886,HA,6,2000000,25,100,100,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,10,2,1,1,HA,14,20000000,25,100,100,0,0,0,26,1,zambia,Southern,5,72,cleanData2$adm0
1,9,2,1,1.409999967,HA,10,1500000,28.37000084,30,30,0,0,0,26,1,zambia,Southern,1,0,cleanData2$adm0
1,9,2,1,1,HA,3,3500000,25,50,30,150,0,0,26,1,zambia,Southern,1,18.75,cleanData2$adm0
1,9,2,1,0.4499999881,HA,3,680000,60,350,350,0,0,0,26,2,zambia,Southern,1,100,cleanData2$adm0
1,7,2,1,1.215000033,HA,3,2250000,85,90,90,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,7,2,1,3.035000086,HA,15,3200000,70,560,560,0,0,0,26,1,zambia,Southern,3,60,cleanData2$adm0
1,8,2,1,0.6050000191,HA,19,460000,80,40,40,0,0,0,26,1,zambia,Southern,1,100,cleanData2$adm0
1,6,2,1,0.6100000143,HA,23,800000,75,150,150,0,0,0,26,2,zambia,Western,2,0,cleanData2$adm0
